資訊時間,成交時間,商品代號,ITEM,成交價,成交量,總量,買單量,賣單量
8450478,8450475,TXFE7,128,9940,1,658,351,283
8450478,8450477,TXFE7,128,9940,1,659,352,284
8450490,8450484,TXFE7,128,9941,5,664,353,288
8450503,8450499,TXFE7,128,9941,5,669,354,290
8450515,8450509,TXFE7,128,9940,1,670,355,291
8450553,8450551,TXFE7,128,9940,1,671,356,292
8450565,8450561,TXFE7,128,9940,2,673,357,293
8450578,8450566,TXFE7,128,9941,4,677,358,297
8450578,8450576,TXFE7,128,9941,1,678,359,298
8450590,8450588,TXFE7,128,9941,1,679,360,299
8450603,8450592,TXFE7,128,9940,1,680,361,300
8450603,8450594,TXFE7,128,9940,1,681,362,301
8450615,8450604,TXFE7,128,9940,1,682,363,302
8450615,8450609,TXFE7,128,9941,5,687,364,303
8450653,8450640,TXFE7,128,9940,1,688,365,304
8450653,8450644,TXFE7,128,9940,1,689,366,305
8450665,8450655,TXFE7,128,9940,1,690,367,306
8450678,8450665,TXFE7,128,9940,10,700,372,307
8450678,8450675,TXFE7,128,9940,1,701,373,308
8450690,8450685,TXFE7,128,9940,1,702,374,309
8450690,8450686,TXFE7,128,9940,1,703,375,310
8450690,8450689,TXFE7,129,9940,1,713,383,311
8450690,8450689,TXFE7,129,9939,9,713,383,311
8450703,8450690,TXFE7,128,9940,1,714,384,312
8450703,8450696,TXFE7,128,9941,1,715,385,313
8450703,8450697,TXFE7,128,9941,1,716,386,314
8450703,8450698,TXFE7,128,9939,1,717,387,315
8450703,8450702,TXFE7,128,9940,1,718,388,316
8450715,8450710,TXFE7,128,9941,3,721,389,317
8450753,8450749,TXFE7,128,9939,1,722,390,318
8450765,8450763,TXFE7,128,9939,1,723,391,319
8450778,8450765,TXFE7,128,9940,3,726,392,320
8450778,8450768,TXFE7,128,9940,8,734,393,325
8450790,8450778,TXFE7,128,9940,1,735,394,326
8450790,8450778,TXFE7,128,9939,1,736,395,327
8450790,8450787,TXFE7,128,9939,1,737,396,328
8450803,8450792,TXFE7,128,9939,1,738,397,329
8450815,8450806,TXFE7,128,9940,2,740,398,330
8450828,8450816,TXFE7,129,9940,1,745,399,332
8450828,8450816,TXFE7,129,9941,4,745,399,332
8450828,8450822,TXFE7,128,9941,2,747,400,334
8450840,8450830,TXFE7,128,9939,1,748,401,335
8450840,8450835,TXFE7,128,9939,2,750,403,336
8450853,8450849,TXFE7,128,9939,1,751,404,337
8450878,8450867,TXFE7,128,9941,1,752,405,338
8450890,8450878,TXFE7,128,9940,1,753,406,339
8450890,8450882,TXFE7,128,9940,1,754,407,340
8450890,8450886,TXFE7,128,9941,5,759,408,344
8450903,8450892,TXFE7,128,9941,1,760,409,345
8450915,8450903,TXFE7,128,9940,2,762,410,346
8450915,8450909,TXFE7,128,9941,1,763,411,347
8450915,8450912,TXFE7,128,9940,1,764,412,348
8450915,8450913,TXFE7,128,9940,1,765,413,349
8450928,8450915,TXFE7,128,9941,1,766,414,350
8450928,8450924,TXFE7,128,9941,1,767,415,351
8450940,8450928,TXFE7,128,9940,2,769,416,352
8450953,8450952,TXFE7,128,9941,1,770,417,353
8450978,8450969,TXFE7,128,9940,3,773,419,354
8450978,8450975,TXFE7,128,9940,1,774,420,355
8450978,8450976,TXFE7,128,9940,2,776,422,356
8450978,8450977,TXFE7,128,9941,3,779,423,358
8450990,8450978,TXFE7,128,9940,2,781,425,359
8450990,8450978,TXFE7,128,9941,14,795,426,365
8450990,8450981,TXFE7,128,9941,3,798,427,366
8450990,8450986,TXFE7,128,9941,1,799,428,367
8450990,8450989,TXFE7,128,9941,1,800,429,368
8451003,8451002,TXFE7,130,9941,8,850,447,369
8451003,8451002,TXFE7,130,9940,11,850,447,369
8451003,8451002,TXFE7,130,9939,31,850,447,369
8451015,8451003,TXFE7,128,9939,1,851,448,370
8451015,8451004,TXFE7,128,9940,2,853,449,372
8451015,8451006,TXFE7,128,9940,1,854,450,373
8451040,8451035,TXFE7,128,9941,1,855,451,374
8451053,8451044,TXFE7,128,9941,1,856,452,375
8451053,8451047,TXFE7,128,9941,1,857,453,376
8451053,8451052,TXFE7,128,9941,2,859,454,378
8451065,8451063,TXFE7,128,9940,1,860,455,379
8451078,8451071,TXFE7,128,9940,1,861,456,380
8451090,8451078,TXFE7,128,9941,2,863,457,382
8451090,8451084,TXFE7,128,9940,1,864,458,383
8451103,8451090,TXFE7,128,9941,1,865,459,384
8451128,8451123,TXFE7,128,9942,2,867,460,386
8451128,8451123,TXFE7,128,9942,2,869,461,387
8451128,8451124,TXFE7,128,9942,1,870,462,388
8451128,8451124,TXFE7,128,9941,1,871,463,389
8451140,8451128,TXFE7,128,9942,2,873,464,391
8451140,8451131,TXFE7,128,9941,1,874,465,392
8451140,8451139,TXFE7,129,9941,26,924,483,393
8451140,8451139,TXFE7,129,9940,24,924,483,393
8451153,8451140,TXFE7,128,9941,1,925,484,394
8451153,8451140,TXFE7,128,9941,1,926,485,395
8451153,8451140,TXFE7,128,9941,1,927,486,396
8451153,8451145,TXFE7,128,9941,1,928,487,397
8451153,8451145,TXFE7,128,9941,2,930,488,398
8451153,8451152,TXFE7,128,9941,1,931,489,399
8451165,8451153,TXFE7,128,9941,1,932,490,400
8451165,8451154,TXFE7,128,9942,6,938,491,404
8451178,8451165,TXFE7,128,9942,1,939,492,405
8451178,8451166,TXFE7,128,9941,7,946,494,406
8451178,8451167,TXFE7,128,9941,5,951,495,407
8451178,8451168,TXFE7,128,9941,5,956,496,408
8451203,8451190,TXFE7,128,9940,17,973,504,409
8451228,8451216,TXFE7,128,9940,1,974,505,410
8451240,8451228,TXFE7,128,9939,1,975,506,411
8451240,8451229,TXFE7,128,9940,5,980,507,413
8451240,8451235,TXFE7,128,9939,1,981,508,414
8451253,8451246,TXFE7,128,9940,1,982,509,415
8451253,8451247,TXFE7,128,9940,2,984,510,416
8451265,8451257,TXFE7,128,9940,1,985,511,417
8451265,8451262,TXFE7,128,9940,1,986,512,418
8451278,8451271,TXFE7,128,9940,3,989,513,419
8451290,8451278,TXFE7,128,9940,1,990,514,420
8451290,8451280,TXFE7,128,9940,2,992,516,421
8451290,8451287,TXFE7,128,9940,1,993,517,422
8451290,8451289,TXFE7,129,9940,7,1004,522,423
8451290,8451289,TXFE7,129,9939,4,1004,522,423
8451290,8451289,TXFE7,128,9939,3,1007,524,424
8451315,8451305,TXFE7,128,9940,1,1008,525,425
8451328,8451318,TXFE7,128,9940,1,1009,526,426
8451340,8451338,TXFE7,128,9940,1,1010,527,427
8451365,8451356,TXFE7,128,9941,1,1011,528,428
8451365,8451363,TXFE7,128,9941,9,1020,529,434
8451378,8451371,TXFE7,128,9941,1,1021,530,435
8451390,8451379,TXFE7,128,9942,5,1026,531,438
8451390,8451388,TXFE7,129,9942,6,1038,532,446
8451390,8451388,TXFE7,129,9943,6,1038,532,446
8451403,8451397,TXFE7,128,9943,1,1039,533,447
8451415,8451406,TXFE7,128,9942,1,1040,534,448
8451415,8451411,TXFE7,128,9942,10,1050,540,449
8451428,8451416,TXFE7,128,9941,1,1051,541,450
8451453,8451442,TXFE7,128,9943,1,1052,542,451
8451465,8451455,TXFE7,128,9942,2,1054,543,452
8451478,8451465,TXFE7,128,9942,1,1055,544,453
8451478,8451467,TXFE7,128,9941,5,1060,546,454
8451490,8451481,TXFE7,128,9941,1,1061,547,455
8451503,8451502,TXFE7,128,9941,1,1062,548,456
8451515,8451513,TXFE7,128,9941,2,1064,550,457
8451528,8451523,TXFE7,128,9942,4,1068,551,460
8451528,8451527,TXFE7,128,9941,1,1069,552,461
8451528,8451527,TXFE7,128,9942,7,1076,553,464
8451540,8451533,TXFE7,128,9941,1,1077,554,465
8451540,8451539,TXFE7,128,9943,1,1078,555,466
8451553,8451545,TXFE7,128,9941,7,1085,559,467
8451553,8451546,TXFE7,128,9941,1,1086,560,468
8451578,8451570,TXFE7,128,9943,1,1087,561,469
8451603,8451599,TXFE7,128,9941,1,1088,562,470
8451628,8451624,TXFE7,128,9943,1,1089,563,471
8451690,8451678,TXFE7,128,9943,6,1095,564,475
8451690,8451678,TXFE7,128,9942,1,1096,565,476
8451690,8451689,TXFE7,128,9943,1,1097,566,477
8451715,8451707,TXFE7,128,9943,2,1099,567,479
8451715,8451712,TXFE7,128,9943,1,1100,568,480
8451728,8451719,TXFE7,128,9943,1,1101,569,481
8451753,8451742,TXFE7,128,9942,1,1102,570,482
8451765,8451753,TXFE7,128,9942,14,1116,575,483
8451790,8451779,TXFE7,128,9941,2,1118,577,484
8451790,8451781,TXFE7,128,9941,2,1120,578,485
8451790,8451787,TXFE7,128,9941,4,1124,579,486
8451803,8451790,TXFE7,128,9941,1,1125,580,487
8451803,8451796,TXFE7,128,9942,1,1126,581,488
8451853,8451843,TXFE7,128,9941,1,1127,582,489
8451865,8451855,TXFE7,128,9942,1,1128,583,490
8451865,8451855,TXFE7,128,9941,1,1129,584,491
8451865,8451860,TXFE7,128,9942,3,1132,585,493
8451890,8451878,TXFE7,128,9941,2,1134,586,494
8451890,8451879,TXFE7,128,9941,13,1147,589,495
8451903,8451895,TXFE7,128,9940,1,1148,590,496
8451903,8451897,TXFE7,128,9940,1,1149,591,497
8451915,8451907,TXFE7,128,9940,4,1153,594,498
8451915,8451909,TXFE7,128,9940,2,1155,595,499
8451928,8451915,TXFE7,128,9940,34,1189,606,500
8451928,8451919,TXFE7,128,9940,1,1190,607,501
8451928,8451920,TXFE7,128,9941,2,1192,608,502
8451940,8451936,TXFE7,129,9940,1,1194,609,504
8451940,8451936,TXFE7,129,9941,1,1194,609,504
8451940,8451938,TXFE7,128,9941,5,1199,610,506
8451953,8451951,TXFE7,128,9941,1,1200,611,507
8451990,8451980,TXFE7,128,9940,3,1203,614,508
8451990,8451988,TXFE7,128,9941,2,1205,615,509
8452003,8451990,TXFE7,128,9940,1,1206,616,510
8452003,8452000,TXFE7,128,9941,1,1207,617,511
8452028,8452016,TXFE7,128,9940,11,1218,622,512
8452028,8452025,TXFE7,128,9941,1,1219,623,513
8452028,8452026,TXFE7,128,9940,2,1221,624,514
8452040,8452032,TXFE7,128,9940,1,1222,625,515
8452053,8452040,TXFE7,128,9939,1,1223,626,516
8452053,8452050,TXFE7,128,9939,1,1224,627,517
8452078,8452077,TXFE7,128,9940,3,1227,628,518
8452090,8452086,TXFE7,128,9939,1,1228,629,519
8452115,8452114,TXFE7,128,9940,1,1229,630,520
8452128,8452119,TXFE7,128,9940,1,1230,631,521
8452153,8452140,TXFE7,128,9939,5,1235,632,522
8452165,8452160,TXFE7,128,9940,1,1236,633,523
8452178,8452173,TXFE7,128,9939,2,1238,634,524
8452215,8452203,TXFE7,128,9940,1,1239,635,525
8452215,8452211,TXFE7,128,9939,2,1241,637,526
8452228,8452215,TXFE7,128,9939,1,1242,638,527
8452228,8452225,TXFE7,128,9940,6,1248,639,528
8452228,8452226,TXFE7,128,9939,1,1249,640,529
8452240,8452230,TXFE7,128,9939,3,1252,642,530
8452265,8452253,TXFE7,128,9940,14,1266,643,534
8452265,8452259,TXFE7,128,9940,1,1267,644,535
8452278,8452270,TXFE7,128,9940,2,1269,646,536
8452290,8452284,TXFE7,128,9940,1,1270,647,537
8452290,8452289,TXFE7,128,9940,1,1271,648,538
8452315,8452307,TXFE7,128,9940,1,1272,649,539
8452403,8452393,TXFE7,128,9941,21,1293,650,550
8452415,8452410,TXFE7,128,9941,2,1295,651,551
8452415,8452415,TXFE7,128,9941,5,1300,653,552
8452465,8452463,TXFE7,128,9940,1,1301,654,553
8452478,8452471,TXFE7,128,9940,2,1303,656,554
8452515,8452504,TXFE7,128,9940,2,1305,658,555
8452528,8452519,TXFE7,128,9941,1,1306,659,556
8452540,8452535,TXFE7,128,9940,1,1307,660,557
8452553,8452547,TXFE7,128,9940,1,1308,661,558
8452553,8452552,TXFE7,128,9940,1,1309,662,559
8452565,8452565,TXFE7,128,9940,2,1311,664,560
8452615,8452603,TXFE7,128,9941,1,1312,665,561
8452615,8452603,TXFE7,128,9941,1,1313,666,562
8452615,8452609,TXFE7,128,9941,1,1314,667,563
8452628,8452627,TXFE7,128,9940,1,1315,668,564
8452640,8452629,TXFE7,128,9941,1,1316,669,565
8452640,8452636,TXFE7,128,9942,1,1317,670,566
8452665,8452653,TXFE7,128,9941,1,1318,671,567
8452665,8452656,TXFE7,128,9940,2,1320,673,568
8452665,8452660,TXFE7,129,9941,2,1324,674,571
8452665,8452660,TXFE7,129,9942,2,1324,674,571
8452703,8452693,TXFE7,128,9941,2,1326,675,572
8452715,8452704,TXFE7,128,9941,2,1328,676,573
8452728,8452722,TXFE7,128,9941,6,1334,677,574
8452728,8452722,TXFE7,128,9942,1,1335,678,575
8452728,8452722,TXFE7,128,9941,1,1336,679,576
8452740,8452730,TXFE7,128,9941,2,1338,680,577
8452740,8452735,TXFE7,128,9941,3,1341,683,578
8452765,8452755,TXFE7,128,9940,11,1352,689,579
8452778,8452766,TXFE7,128,9940,2,1354,691,580
8452778,8452769,TXFE7,128,9940,3,1357,694,581
8452778,8452769,TXFE7,128,9941,3,1360,695,582
8452778,8452769,TXFE7,128,9941,1,1361,696,583
8452815,8452805,TXFE7,128,9940,3,1364,698,584
8452828,8452816,TXFE7,128,9940,3,1367,700,585
8452828,8452820,TXFE7,128,9941,4,1371,701,588
8452878,8452867,TXFE7,128,9941,1,1372,702,589
8452928,8452925,TXFE7,128,9942,1,1373,703,590
8452978,8452976,TXFE7,128,9942,2,1375,704,592
8453003,8452999,TXFE7,128,9941,2,1377,705,593
8453003,8452999,TXFE7,128,9942,5,1382,706,596
8453015,8453003,TXFE7,128,9942,1,1383,707,597
8453015,8453003,TXFE7,128,9942,2,1385,708,599
8453015,8453003,TXFE7,128,9942,3,1388,709,601
8453015,8453003,TXFE7,128,9942,15,1403,710,607
8453040,8453028,TXFE7,128,9943,2,1405,711,608
8453078,8453074,TXFE7,128,9943,2,1407,712,609
8453103,8453095,TXFE7,128,9943,1,1408,713,610
8453115,8453108,TXFE7,128,9943,1,1409,714,611
8453115,8453111,TXFE7,128,9942,1,1410,715,612
8453140,8453136,TXFE7,128,9942,1,1411,716,613
8453153,8453142,TXFE7,128,9942,1,1412,717,614
8453165,8453153,TXFE7,128,9942,1,1413,718,615
8453178,8453166,TXFE7,128,9942,1,1414,719,616
8453228,8453226,TXFE7,128,9943,1,1415,720,617
8453265,8453258,TXFE7,128,9942,1,1416,721,618
8453278,8453266,TXFE7,128,9943,1,1417,722,619
8453278,8453276,TXFE7,128,9943,1,1418,723,620
8453278,8453277,TXFE7,128,9943,1,1419,724,621
8453315,8453308,TXFE7,128,9942,2,1421,725,622
8453328,8453326,TXFE7,128,9943,1,1422,726,623
8453353,8453341,TXFE7,128,9942,3,1425,729,624
8453365,8453364,TXFE7,128,9943,1,1426,730,625
8453378,8453367,TXFE7,128,9942,1,1427,731,626
8453378,8453368,TXFE7,128,9942,2,1429,732,627
8453403,8453395,TXFE7,128,9942,1,1430,733,628
8453415,8453408,TXFE7,128,9942,5,1435,735,629
8453428,8453425,TXFE7,128,9943,5,1440,736,633
8453453,8453442,TXFE7,128,9943,1,1441,737,634
8453453,8453444,TXFE7,128,9943,1,1442,738,635
8453465,8453461,TXFE7,128,9943,2,1444,739,637
8453465,8453462,TXFE7,128,9943,10,1454,740,646
8453478,8453465,TXFE7,128,9943,1,1455,741,647
8453478,8453465,TXFE7,128,9943,4,1459,742,651
8453478,8453468,TXFE7,128,9943,1,1460,743,652
8453503,8453490,TXFE7,128,9943,3,1463,745,653
8453515,8453513,TXFE7,128,9943,4,1467,746,655
8453540,8453536,TXFE7,129,9943,3,1475,751,656
8453540,8453536,TXFE7,129,9942,5,1475,751,656
8453603,8453591,TXFE7,128,9942,5,1480,754,657
8453715,8453709,TXFE7,128,9942,1,1481,755,658
8453765,8453758,TXFE7,128,9942,1,1482,756,659
8453765,8453765,TXFE7,128,9942,1,1483,757,660
8453778,8453770,TXFE7,128,9943,2,1485,758,662
8453778,8453770,TXFE7,128,9943,2,1487,759,664
8453778,8453770,TXFE7,128,9943,2,1489,760,666
8453815,8453813,TXFE7,128,9942,1,1490,761,667
8453828,8453825,TXFE7,128,9943,1,1491,762,668
8453853,8453840,TXFE7,128,9943,8,1499,763,672
8453878,8453869,TXFE7,128,9943,1,1500,764,673
8453878,8453877,TXFE7,129,9943,7,1510,769,674
8453878,8453877,TXFE7,129,9942,3,1510,769,674
8453903,8453892,TXFE7,128,9943,2,1512,770,675
8453903,8453893,TXFE7,128,9942,1,1513,771,676
8453903,8453893,TXFE7,128,9943,1,1514,772,677
8453903,8453897,TXFE7,128,9943,1,1515,773,678
8453915,8453905,TXFE7,128,9943,1,1516,774,679
8453965,8453954,TXFE7,128,9944,1,1517,775,680
8454003,8453994,TXFE7,128,9943,1,1518,776,681
8454003,8453995,TXFE7,128,9943,1,1519,777,682
8454015,8454006,TXFE7,128,9943,2,1521,779,683
8454053,8454051,TXFE7,128,9943,1,1522,780,684
8454065,8454059,TXFE7,128,9943,1,1523,781,685
8454153,8454146,TXFE7,128,9944,1,1524,782,686
8454178,8454165,TXFE7,128,9943,2,1526,784,687
8454215,8454213,TXFE7,128,9943,1,1527,785,688
8454240,8454228,TXFE7,128,9943,1,1528,786,689
8454265,8454261,TXFE7,128,9943,1,1529,787,690
8454303,8454292,TXFE7,128,9943,1,1530,788,691
8454328,8454317,TXFE7,128,9943,1,1531,789,692
8454328,8454318,TXFE7,128,9943,6,1537,794,693
8454340,8454328,TXFE7,128,9943,4,1541,796,694
8454340,8454332,TXFE7,128,9943,2,1543,798,695
8454353,8454345,TXFE7,128,9942,1,1544,799,696
8454365,8454363,TXFE7,128,9942,3,1547,801,697
8454378,8454370,TXFE7,128,9942,1,1548,802,698
8454428,8454419,TXFE7,128,9942,3,1551,805,699
8454440,8454440,TXFE7,128,9942,1,1552,806,700
8454453,8454451,TXFE7,128,9942,2,1554,808,701
8454465,8454461,TXFE7,128,9942,2,1556,809,702
8454478,8454467,TXFE7,128,9943,1,1557,810,703
8454478,8454472,TXFE7,128,9943,3,1560,811,706
8454515,8454512,TXFE7,128,9942,1,1561,812,707
8454540,8454530,TXFE7,128,9942,8,1569,816,708
8454540,8454537,TXFE7,128,9943,1,1570,817,709
8454553,8454540,TXFE7,128,9942,7,1577,822,710
8454553,8454547,TXFE7,128,9942,1,1578,823,711
8454578,8454576,TXFE7,128,9942,2,1580,824,713
8454590,8454578,TXFE7,128,9942,2,1582,825,714
8454603,8454594,TXFE7,128,9941,1,1583,826,715
8454603,8454599,TXFE7,128,9943,1,1584,827,716
8454615,8454603,TXFE7,128,9943,10,1594,828,720
8454640,8454628,TXFE7,128,9942,1,1595,829,721
8454640,8454635,TXFE7,128,9942,1,1596,830,722
8454815,8454812,TXFE7,128,9942,2,1598,831,723
8454828,8454821,TXFE7,128,9942,1,1599,832,724
8454840,8454832,TXFE7,128,9941,1,1600,833,725
8454853,8454850,TXFE7,128,9941,1,1601,834,726
8454865,8454863,TXFE7,128,9941,1,1602,835,727
8454890,8454887,TXFE7,128,9942,1,1603,836,728
8454890,8454888,TXFE7,128,9942,1,1604,837,729
8454965,8454958,TXFE7,128,9941,5,1609,841,730
8454978,8454976,TXFE7,128,9942,1,1610,842,731
8454978,8454976,TXFE7,128,9942,1,1611,843,732
8454990,8454978,TXFE7,128,9941,57,1668,865,733
8454990,8454978,TXFE7,128,9941,2,1670,866,734
8454990,8454986,TXFE7,128,9942,10,1680,867,740
8455028,8455021,TXFE7,128,9941,1,1681,868,741
8455040,8455038,TXFE7,128,9941,1,1682,869,742
8455190,8455188,TXFE7,128,9941,1,1683,870,743
8455203,8455198,TXFE7,128,9942,2,1685,871,744
8455215,8455203,TXFE7,128,9941,3,1688,873,745
8455215,8455212,TXFE7,128,9941,1,1689,874,746
8455265,8455255,TXFE7,128,9940,2,1691,876,747
8455378,8455377,TXFE7,128,9940,2,1693,877,748
8455440,8455437,TXFE7,128,9941,1,1694,878,749
8455453,8455446,TXFE7,128,9941,1,1695,879,750
8455453,8455448,TXFE7,128,9940,2,1697,880,751
8455478,8455468,TXFE7,128,9941,1,1698,881,752
8455503,8455499,TXFE7,128,9940,10,1708,885,753
8455640,8455634,TXFE7,128,9940,1,1709,886,754
8455653,8455652,TXFE7,128,9941,1,1710,887,755
8455665,8455653,TXFE7,128,9940,1,1711,888,756
8455665,8455654,TXFE7,128,9941,1,1712,889,757
8455715,8455711,TXFE7,128,9940,1,1713,890,758
8455765,8455754,TXFE7,128,9940,1,1714,891,759
8455765,8455760,TXFE7,128,9941,2,1716,892,761
8455840,8455837,TXFE7,128,9940,1,1717,893,762
8455878,8455873,TXFE7,128,9940,2,1719,894,763
8455878,8455873,TXFE7,128,9941,3,1722,895,766
8455928,8455926,TXFE7,128,9941,1,1723,896,767
8455953,8455944,TXFE7,128,9941,1,1724,897,768
8460003,8460002,TXFE7,128,9941,1,1725,898,769
8460015,8460003,TXFE7,128,9940,30,1755,904,770
8460015,8460008,TXFE7,128,9940,3,1758,907,771
8460015,8460013,TXFE7,128,9940,2,1760,909,772
8460015,8460015,TXFE7,128,9941,1,1761,910,773
8460028,8460015,TXFE7,128,9940,1,1762,911,774
8460028,8460015,TXFE7,128,9940,2,1764,913,775
8460028,8460016,TXFE7,128,9941,4,1768,914,776
8460040,8460028,TXFE7,128,9940,18,1786,923,777
8460040,8460035,TXFE7,128,9940,1,1787,924,778
8460040,8460037,TXFE7,128,9941,2,1789,925,779
8460053,8460040,TXFE7,128,9940,2,1791,927,780
8460053,8460040,TXFE7,128,9940,2,1793,929,781
8460053,8460040,TXFE7,128,9940,4,1797,933,782
8460053,8460040,TXFE7,128,9940,10,1807,941,783
8460053,8460041,TXFE7,128,9940,1,1808,942,784
8460065,8460053,TXFE7,128,9939,13,1821,944,785
8460065,8460059,TXFE7,128,9940,1,1822,945,786
8460065,8460060,TXFE7,128,9940,1,1823,946,787
8460078,8460069,TXFE7,128,9940,10,1833,947,792
8460090,8460080,TXFE7,128,9940,1,1834,948,793
8460165,8460156,TXFE7,128,9940,1,1835,949,794
8460178,8460165,TXFE7,129,9940,3,1841,950,797
8460178,8460165,TXFE7,129,9941,3,1841,950,797
8460253,8460244,TXFE7,128,9940,1,1842,951,798
8460265,8460262,TXFE7,128,9939,2,1844,952,799
8460278,8460276,TXFE7,128,9939,1,1845,953,800
8460315,8460304,TXFE7,128,9940,1,1846,954,801
8460328,8460318,TXFE7,128,9941,3,1849,955,802
8460365,8460353,TXFE7,128,9941,1,1850,956,803
8460378,8460372,TXFE7,129,9941,15,1866,957,815
8460378,8460372,TXFE7,129,9942,1,1866,957,815
8460378,8460375,TXFE7,128,9942,16,1882,958,823
8460390,8460389,TXFE7,129,9941,6,1902,968,824
8460390,8460389,TXFE7,129,9940,14,1902,968,824
8460415,8460412,TXFE7,128,9940,1,1903,969,825
