資訊時間,成交時間,商品代號,ITEM,成交價,成交量,總量,買單量,賣單量
8451094,8451084,TXFE7,128,9978,4,886,392,352
8451106,8451095,TXFE7,128,9978,2,888,394,353
8451119,8451114,TXFE7,128,9977,2,890,395,354
8451144,8451132,TXFE7,128,9978,1,891,396,355
8451156,8451145,TXFE7,128,9978,2,893,397,357
8451156,8451151,TXFE7,128,9978,2,895,398,358
8451194,8451189,TXFE7,128,9978,1,896,399,359
8451219,8451208,TXFE7,128,9977,6,902,402,360
8451219,8451209,TXFE7,128,9977,1,903,403,361
8451231,8451227,TXFE7,128,9978,4,907,404,362
8451244,8451243,TXFE7,128,9977,5,912,405,363
8451256,8451246,TXFE7,128,9977,1,913,406,364
8451256,8451247,TXFE7,128,9978,7,920,407,365
8451269,8451265,TXFE7,128,9977,24,944,421,366
8451294,8451285,TXFE7,128,9977,3,947,422,368
8451294,8451292,TXFE7,128,9978,4,951,423,371
8451306,8451295,TXFE7,128,9977,2,953,424,372
8451306,8451298,TXFE7,128,9977,4,957,427,373
8451306,8451305,TXFE7,128,9977,3,960,429,374
8451319,8451306,TXFE7,128,9977,1,961,430,375
8451319,8451310,TXFE7,128,9976,1,962,431,376
8451331,8451329,TXFE7,128,9977,1,963,432,377
8451344,8451334,TXFE7,128,9977,1,964,433,378
8451344,8451335,TXFE7,128,9977,1,965,434,379
8451344,8451339,TXFE7,128,9976,1,966,435,380
8451344,8451340,TXFE7,128,9977,2,968,436,382
8451356,8451349,TXFE7,128,9977,1,969,437,383
8451356,8451353,TXFE7,128,9976,5,974,441,384
8451356,8451353,TXFE7,128,9977,1,975,442,385
8451369,8451356,TXFE7,128,9976,17,992,454,386
8451369,8451360,TXFE7,128,9976,1,993,455,387
8451381,8451374,TXFE7,128,9976,3,996,456,390
8451406,8451397,TXFE7,128,9976,3,999,457,392
8451431,8451425,TXFE7,128,9976,2,1001,458,393
8451431,8451425,TXFE7,128,9976,9,1010,459,398
8451444,8451431,TXFE7,128,9976,1,1011,460,399
8451444,8451440,TXFE7,128,9975,1,1012,461,400
8451444,8451441,TXFE7,128,9975,2,1014,463,401
8451469,8451462,TXFE7,128,9976,1,1015,464,402
8451506,8451502,TXFE7,128,9976,1,1016,465,403
8451519,8451516,TXFE7,128,9976,1,1017,466,404
8451544,8451532,TXFE7,128,9976,1,1018,467,405
8451544,8451543,TXFE7,128,9977,1,1019,468,406
8451581,8451571,TXFE7,128,9976,1,1020,469,407
8451581,8451571,TXFE7,128,9976,1,1021,470,408
8451581,8451575,TXFE7,128,9976,2,1023,471,409
8451594,8451592,TXFE7,128,9976,2,1025,472,410
8451606,8451602,TXFE7,128,9977,2,1027,473,411
8451619,8451607,TXFE7,128,9975,1,1028,474,412
8451619,8451618,TXFE7,128,9977,1,1029,475,413
8451631,8451625,TXFE7,128,9977,2,1031,476,414
8451669,8451669,TXFE7,128,9976,1,1032,477,415
8451681,8451673,TXFE7,128,9977,1,1033,478,416
8451719,8451717,TXFE7,128,9976,1,1034,479,417
8451731,8451719,TXFE7,128,9976,1,1035,480,418
8451731,8451725,TXFE7,128,9977,1,1036,481,419
8451756,8451753,TXFE7,128,9976,1,1037,482,420
8451769,8451756,TXFE7,128,9976,1,1038,483,421
8451781,8451770,TXFE7,128,9977,1,1039,484,422
8451781,8451777,TXFE7,128,9977,1,1040,485,423
8451794,8451786,TXFE7,128,9976,1,1041,486,424
8451806,8451804,TXFE7,128,9976,1,1042,487,425
8451819,8451818,TXFE7,128,9976,1,1043,488,426
8451869,8451856,TXFE7,128,9977,1,1044,489,427
8451881,8451874,TXFE7,128,9977,92,1136,490,444
8451881,8451878,TXFE7,128,9977,2,1138,491,445
8451894,8451881,TXFE7,128,9978,2,1140,492,446
8451894,8451881,TXFE7,128,9978,2,1142,493,447
8451894,8451881,TXFE7,128,9978,4,1146,494,451
8451894,8451881,TXFE7,128,9978,1,1147,495,452
8451894,8451883,TXFE7,128,9979,10,1157,496,458
8451894,8451886,TXFE7,128,9978,1,1158,497,459
8451894,8451888,TXFE7,128,9979,6,1164,500,462
8451906,8451896,TXFE7,128,9978,5,1169,502,463
8451906,8451898,TXFE7,128,9978,1,1170,503,464
8451931,8451925,TXFE7,128,9978,1,1171,504,465
8451944,8451935,TXFE7,128,9978,1,1172,505,466
8451956,8451947,TXFE7,128,9979,2,1174,506,467
8451969,8451959,TXFE7,128,9978,1,1175,507,468
8451969,8451967,TXFE7,128,9978,1,1176,508,469
8451981,8451979,TXFE7,128,9978,1,1177,509,470
8451994,8451984,TXFE7,128,9977,2,1179,511,471
8451994,8451985,TXFE7,128,9979,1,1180,512,472
8452006,8452003,TXFE7,128,9977,3,1183,515,473
8452006,8452004,TXFE7,128,9979,1,1184,516,474
8452056,8452047,TXFE7,128,9977,5,1189,518,475
8452081,8452072,TXFE7,128,9977,1,1190,519,476
8452094,8452092,TXFE7,128,9977,2,1192,520,477
8452106,8452098,TXFE7,128,9978,1,1193,521,478
8452119,8452106,TXFE7,128,9978,2,1195,522,479
8452119,8452112,TXFE7,128,9978,1,1196,523,480
8452181,8452171,TXFE7,128,9978,1,1197,524,481
8452181,8452175,TXFE7,128,9979,1,1198,525,482
8452194,8452186,TXFE7,128,9978,4,1202,527,483
8452194,8452190,TXFE7,128,9978,1,1203,528,484
8452194,8452190,TXFE7,128,9978,1,1204,529,485
8452194,8452190,TXFE7,128,9978,1,1205,530,486
8452206,8452201,TXFE7,128,9979,2,1207,531,488
8452219,8452207,TXFE7,128,9978,1,1208,532,489
8452219,8452210,TXFE7,128,9978,1,1209,533,490
8452219,8452212,TXFE7,128,9978,1,1210,534,491
8452269,8452262,TXFE7,128,9979,1,1211,535,492
8452281,8452278,TXFE7,128,9978,1,1212,536,493
8452369,8452357,TXFE7,128,9978,1,1213,537,494
8452381,8452377,TXFE7,128,9978,1,1214,538,495
8452394,8452381,TXFE7,128,9978,2,1216,539,496
8452469,8452457,TXFE7,128,9979,1,1217,540,497
8452469,8452457,TXFE7,128,9979,29,1246,541,506
8452469,8452457,TXFE7,128,9979,2,1248,542,507
8452481,8452469,TXFE7,128,9979,2,1250,543,509
8452481,8452475,TXFE7,128,9980,2,1252,544,511
8452494,8452491,TXFE7,128,9979,1,1253,545,512
8452519,8452506,TXFE7,128,9979,1,1254,546,513
8452519,8452507,TXFE7,128,9980,10,1264,547,521
8452519,8452517,TXFE7,128,9980,2,1266,548,522
8452531,8452523,TXFE7,128,9979,1,1267,549,523
8452531,8452530,TXFE7,128,9979,1,1268,550,524
8452531,8452531,TXFE7,128,9979,1,1269,551,525
8452544,8452532,TXFE7,128,9980,2,1271,552,526
8452544,8452543,TXFE7,128,9979,2,1273,553,527
8452556,8452555,TXFE7,128,9980,2,1275,554,528
8452569,8452564,TXFE7,128,9979,1,1276,555,529
8452594,8452581,TXFE7,128,9980,4,1280,556,533
8452594,8452587,TXFE7,128,9980,1,1281,557,534
8452606,8452600,TXFE7,128,9981,2,1283,558,535
8452631,8452626,TXFE7,128,9980,1,1284,559,536
8452631,8452628,TXFE7,128,9980,4,1288,560,537
8452644,8452643,TXFE7,128,9979,2,1290,562,538
8452656,8452650,TXFE7,128,9980,1,1291,563,539
8452656,8452651,TXFE7,128,9979,9,1300,568,540
8452681,8452677,TXFE7,128,9979,1,1301,569,541
8452694,8452693,TXFE7,128,9980,1,1302,570,542
8452706,8452701,TXFE7,128,9980,1,1303,571,543
8452744,8452733,TXFE7,128,9980,2,1305,572,544
8452756,8452751,TXFE7,128,9979,1,1306,573,545
8452806,8452794,TXFE7,128,9979,4,1310,577,546
8452831,8452827,TXFE7,128,9980,1,1311,578,547
8452844,8452843,TXFE7,128,9980,10,1321,579,552
8452894,8452888,TXFE7,128,9980,2,1323,580,553
8452906,8452904,TXFE7,128,9979,1,1324,581,554
8452931,8452928,TXFE7,128,9980,2,1326,582,556
8452944,8452935,TXFE7,128,9980,3,1329,583,558
8452981,8452978,TXFE7,128,9980,3,1332,584,560
8452981,8452981,TXFE7,128,9980,1,1333,585,561
8453044,8453031,TXFE7,128,9979,19,1352,589,562
8453044,8453035,TXFE7,128,9978,12,1364,596,563
8453056,8453048,TXFE7,128,9979,2,1366,597,564
8453056,8453055,TXFE7,128,9979,1,1367,598,565
8453069,8453056,TXFE7,128,9979,1,1368,599,566
8453069,8453060,TXFE7,128,9979,3,1371,600,568
8453069,8453062,TXFE7,128,9979,11,1382,601,573
8453094,8453081,TXFE7,128,9979,2,1384,602,574
8453094,8453089,TXFE7,128,9979,1,1385,603,575
8453106,8453099,TXFE7,128,9979,1,1386,604,576
8453119,8453109,TXFE7,128,9979,3,1389,605,577
8453119,8453109,TXFE7,128,9979,2,1391,606,578
8453119,8453110,TXFE7,128,9979,5,1396,607,579
8453131,8453121,TXFE7,128,9979,1,1397,608,580
8453131,8453125,TXFE7,128,9980,6,1403,609,583
8453144,8453132,TXFE7,128,9979,1,1404,610,584
8453144,8453140,TXFE7,128,9979,1,1405,611,585
8453144,8453140,TXFE7,128,9978,1,1406,612,586
8453156,8453153,TXFE7,128,9979,1,1407,613,587
8453194,8453186,TXFE7,128,9979,2,1409,614,588
8453206,8453203,TXFE7,128,9978,1,1410,615,589
8453231,8453225,TXFE7,128,9978,1,1411,616,590
8453244,8453235,TXFE7,128,9979,1,1412,617,591
8453256,8453245,TXFE7,128,9978,1,1413,618,592
8453319,8453308,TXFE7,128,9978,2,1415,619,593
8453319,8453314,TXFE7,128,9978,1,1416,620,594
8453331,8453319,TXFE7,128,9978,2,1418,622,595
8453331,8453325,TXFE7,128,9979,1,1419,623,596
8453356,8453355,TXFE7,128,9978,1,1420,624,597
8453369,8453360,TXFE7,128,9979,1,1421,625,598
8453369,8453363,TXFE7,128,9979,2,1423,626,599
8453381,8453373,TXFE7,128,9979,2,1425,627,601
8453381,8453375,TXFE7,128,9979,2,1427,628,603
8453381,8453375,TXFE7,128,9979,3,1430,629,606
8453394,8453384,TXFE7,128,9978,1,1431,630,607
8453394,8453384,TXFE7,128,9979,1,1432,631,608
8453394,8453387,TXFE7,128,9979,1,1433,632,609
8453394,8453392,TXFE7,128,9979,1,1434,633,610
8453406,8453400,TXFE7,128,9979,3,1437,634,612
8453419,8453408,TXFE7,128,9979,2,1439,635,613
8453419,8453411,TXFE7,128,9979,1,1440,636,614
8453444,8453439,TXFE7,128,9979,21,1461,637,622
8453444,8453442,TXFE7,128,9980,1,1462,638,623
8453469,8453456,TXFE7,128,9980,4,1466,639,625
8453469,8453462,TXFE7,128,9980,1,1467,640,626
8453469,8453466,TXFE7,128,9980,3,1470,641,627
8453469,8453467,TXFE7,128,9979,2,1472,642,628
8453481,8453475,TXFE7,128,9980,1,1473,643,629
8453494,8453490,TXFE7,128,9979,1,1474,644,630
8453519,8453511,TXFE7,128,9980,8,1482,645,632
8453531,8453530,TXFE7,128,9980,1,1483,646,633
8453569,8453562,TXFE7,128,9980,2,1485,647,634
8453569,8453562,TXFE7,128,9979,2,1487,649,635
8453594,8453583,TXFE7,128,9979,1,1488,650,636
8453606,8453603,TXFE7,128,9980,1,1489,651,637
8453644,8453633,TXFE7,128,9980,1,1490,652,638
8453644,8453637,TXFE7,128,9980,14,1504,653,645
8453656,8453649,TXFE7,128,9980,14,1518,654,647
8453656,8453649,TXFE7,128,9980,2,1520,655,648
8453669,8453656,TXFE7,128,9980,2,1522,656,649
8453694,8453685,TXFE7,128,9979,1,1523,657,650
8453694,8453686,TXFE7,128,9980,1,1524,658,651
8453731,8453722,TXFE7,128,9980,1,1525,659,652
8453744,8453732,TXFE7,128,9979,5,1530,661,653
8453769,8453761,TXFE7,128,9980,1,1531,662,654
8453781,8453771,TXFE7,128,9979,3,1534,665,655
8453806,8453797,TXFE7,128,9979,1,1535,666,656
8453806,8453801,TXFE7,128,9980,2,1537,667,658
8453819,8453810,TXFE7,128,9979,2,1539,669,659
8453819,8453813,TXFE7,128,9980,1,1540,670,660
8453831,8453819,TXFE7,128,9979,5,1545,673,661
8453831,8453828,TXFE7,128,9979,1,1546,674,662
8453869,8453857,TXFE7,128,9980,1,1547,675,663
8453881,8453871,TXFE7,128,9980,1,1548,676,664
8453919,8453919,TXFE7,128,9979,1,1549,677,665
8453944,8453934,TXFE7,128,9980,11,1560,678,667
8453956,8453944,TXFE7,128,9980,4,1564,679,671
8454006,8453998,TXFE7,128,9979,1,1565,680,672
8454044,8454033,TXFE7,128,9979,1,1566,681,673
8454056,8454045,TXFE7,128,9979,1,1567,682,674
8454069,8454056,TXFE7,128,9980,1,1568,683,675
8454081,8454069,TXFE7,128,9979,1,1569,684,676
8454094,8454089,TXFE7,128,9980,2,1571,685,678
8454131,8454123,TXFE7,128,9980,1,1572,686,679
8454144,8454141,TXFE7,128,9979,1,1573,687,680
8454169,8454157,TXFE7,128,9980,2,1575,688,681
8454194,8454186,TXFE7,128,9980,1,1576,689,682
8454206,8454196,TXFE7,128,9980,1,1577,690,683
8454206,8454197,TXFE7,128,9980,1,1578,691,684
8454281,8454269,TXFE7,128,9979,3,1581,693,685
8454281,8454272,TXFE7,128,9980,1,1582,694,686
8454294,8454284,TXFE7,128,9979,1,1583,695,687
8454306,8454296,TXFE7,128,9980,20,1603,696,694
8454306,8454304,TXFE7,128,9980,1,1604,697,695
8454319,8454306,TXFE7,128,9980,2,1606,698,696
8454319,8454310,TXFE7,128,9980,1,1607,699,697
8454331,8454323,TXFE7,128,9980,2,1609,700,699
8454331,8454326,TXFE7,128,9980,1,1610,701,700
8454344,8454331,TXFE7,128,9980,1,1611,702,701
8454356,8454349,TXFE7,128,9979,1,1612,703,702
8454356,8454350,TXFE7,129,9980,3,1617,704,707
8454356,8454350,TXFE7,129,9981,2,1617,704,707
8454369,8454361,TXFE7,128,9980,1,1618,705,708
8454369,8454363,TXFE7,128,9981,1,1619,706,709
8454394,8454385,TXFE7,128,9980,1,1620,707,710
8454431,8454419,TXFE7,128,9981,1,1621,708,711
8454431,8454421,TXFE7,128,9981,1,1622,709,712
8454444,8454432,TXFE7,128,9980,1,1623,710,713
8454469,8454462,TXFE7,128,9980,1,1624,711,714
8454469,8454468,TXFE7,128,9980,1,1625,712,715
8454481,8454479,TXFE7,128,9980,1,1626,713,716
8454519,8454508,TXFE7,128,9980,6,1632,717,717
8454531,8454531,TXFE7,128,9981,1,1633,718,718
8454544,8454541,TXFE7,128,9981,2,1635,719,719
8454544,8454543,TXFE7,128,9980,2,1637,720,720
8454556,8454546,TXFE7,128,9980,1,1638,721,721
8454581,8454569,TXFE7,128,9980,1,1639,722,722
8454581,8454576,TXFE7,128,9980,1,1640,723,723
8454619,8454619,TXFE7,128,9981,1,1641,724,724
8454669,8454660,TXFE7,128,9980,1,1642,725,725
8454669,8454667,TXFE7,128,9980,5,1647,728,726
8454694,8454685,TXFE7,128,9980,1,1648,729,727
8454719,8454718,TXFE7,128,9980,1,1649,730,728
8454756,8454752,TXFE7,128,9981,1,1650,731,729
8454756,8454755,TXFE7,128,9981,1,1651,732,730
8454781,8454771,TXFE7,128,9980,2,1653,733,731
8454794,8454786,TXFE7,128,9981,1,1654,734,732
8454794,8454793,TXFE7,128,9981,1,1655,735,733
8454831,8454819,TXFE7,128,9980,1,1656,736,734
8454856,8454848,TXFE7,128,9980,1,1657,737,735
8454856,8454853,TXFE7,128,9980,5,1662,741,736
8454856,8454856,TXFE7,128,9980,1,1663,742,737
8454869,8454859,TXFE7,128,9981,1,1664,743,738
8454881,8454875,TXFE7,128,9981,3,1667,744,740
8454881,8454880,TXFE7,128,9981,10,1677,745,741
8454919,8454911,TXFE7,128,9980,1,1678,746,742
8454956,8454946,TXFE7,128,9981,1,1679,747,743
8454956,8454947,TXFE7,128,9980,1,1680,748,744
8454956,8454947,TXFE7,128,9981,2,1682,749,745
8454956,8454949,TXFE7,128,9981,2,1684,750,746
8454981,8454976,TXFE7,128,9980,1,1685,751,747
8454994,8454984,TXFE7,128,9980,1,1686,752,748
8454994,8454988,TXFE7,129,9981,14,1703,753,763
8454994,8454988,TXFE7,129,9982,3,1703,753,763
8455006,8454999,TXFE7,128,9982,1,1704,754,764
8455019,8455017,TXFE7,128,9981,1,1705,755,765
8455031,8455021,TXFE7,128,9982,2,1707,756,767
8455081,8455076,TXFE7,128,9982,1,1708,757,768
8455144,8455134,TXFE7,128,9981,1,1709,758,769
8455156,8455150,TXFE7,128,9982,2,1711,759,770
8455169,8455156,TXFE7,128,9982,1,1712,760,771
8455181,8455177,TXFE7,128,9981,2,1714,761,772
8455194,8455181,TXFE7,128,9981,4,1718,765,773
8455231,8455231,TXFE7,128,9982,1,1719,766,774
8455244,8455235,TXFE7,128,9982,1,1720,767,775
8455244,8455242,TXFE7,128,9981,1,1721,768,776
8455281,8455280,TXFE7,128,9981,2,1723,770,777
8455319,8455312,TXFE7,128,9981,2,1725,772,778
8455331,8455324,TXFE7,128,9981,1,1726,773,779
8455356,8455348,TXFE7,128,9981,1,1727,774,780
8455356,8455351,TXFE7,128,9982,2,1729,775,782
8455394,8455381,TXFE7,128,9981,2,1731,777,783
8455419,8455407,TXFE7,128,9981,1,1732,778,784
8455419,8455409,TXFE7,128,9981,1,1733,779,785
8455444,8455441,TXFE7,128,9981,1,1734,780,786
8455444,8455443,TXFE7,128,9981,5,1739,781,788
8455456,8455444,TXFE7,128,9981,1,1740,782,789
8455481,8455479,TXFE7,128,9981,1,1741,783,790
8455619,8455616,TXFE7,128,9980,3,1744,785,791
8455656,8455650,TXFE7,128,9980,1,1745,786,792
8455669,8455662,TXFE7,128,9981,1,1746,787,793
8455669,8455668,TXFE7,128,9980,1,1747,788,794
8455756,8455751,TXFE7,128,9981,1,1748,789,795
8455769,8455762,TXFE7,128,9981,2,1750,790,797
8455769,8455765,TXFE7,128,9981,1,1751,791,798
8455794,8455786,TXFE7,128,9980,1,1752,792,799
8455881,8455877,TXFE7,128,9981,2,1754,793,800
8455919,8455917,TXFE7,128,9980,1,1755,794,801
8455944,8455938,TXFE7,128,9981,2,1757,795,803
8455956,8455955,TXFE7,128,9980,1,1758,796,804
8455981,8455980,TXFE7,128,9981,1,1759,797,805
8460031,8460028,TXFE7,128,9981,1,1760,798,806
8460031,8460030,TXFE7,128,9981,1,1761,799,807
8460044,8460031,TXFE7,128,9981,4,1765,800,811
8460044,8460037,TXFE7,128,9981,1,1766,801,812
8460056,8460048,TXFE7,128,9981,1,1767,802,813
8460056,8460048,TXFE7,128,9981,4,1771,803,817
