資訊時間,成交時間,商品代號,ITEM,成交價,成交量,總量,買單量,賣單量
8450421,8450417,TXFE7,128,9960,1,853,325,342
8450434,8450421,TXFE7,128,9960,1,854,326,343
8450434,8450427,TXFE7,128,9960,1,855,327,344
8450434,8450428,TXFE7,128,9959,8,863,332,345
8450484,8450475,TXFE7,128,9959,4,867,333,347
8450484,8450478,TXFE7,128,9959,5,872,334,350
8450496,8450487,TXFE7,128,9958,9,881,341,351
8450496,8450494,TXFE7,128,9959,1,882,342,352
8450509,8450497,TXFE7,128,9959,8,890,343,358
8450509,8450507,TXFE7,128,9959,1,891,344,359
8450521,8450510,TXFE7,128,9958,1,892,345,360
8450534,8450525,TXFE7,128,9958,6,898,349,361
8450534,8450530,TXFE7,128,9958,1,899,350,362
8450534,8450531,TXFE7,129,9958,1,901,352,363
8450534,8450531,TXFE7,129,9957,1,901,352,363
8450546,8450542,TXFE7,129,9958,1,909,356,367
8450546,8450542,TXFE7,129,9959,7,909,356,367
8450571,8450563,TXFE7,128,9958,5,914,357,368
8450571,8450563,TXFE7,128,9957,1,915,358,369
8450571,8450569,TXFE7,128,9957,1,916,359,370
8450609,8450597,TXFE7,128,9958,1,917,360,371
8450609,8450600,TXFE7,128,9958,1,918,361,372
8450609,8450607,TXFE7,128,9957,1,919,362,373
8450621,8450613,TXFE7,128,9957,1,920,363,374
8450621,8450617,TXFE7,128,9957,1,921,364,375
8450646,8450635,TXFE7,128,9957,1,922,365,376
8450646,8450646,TXFE7,128,9958,4,926,366,380
8450659,8450649,TXFE7,128,9958,1,927,367,381
8450659,8450657,TXFE7,128,9959,1,928,368,382
8450671,8450670,TXFE7,128,9958,1,929,369,383
8450684,8450673,TXFE7,128,9958,3,932,371,384
8450709,8450705,TXFE7,128,9958,1,933,372,385
8450721,8450715,TXFE7,128,9959,3,936,373,388
8450734,8450725,TXFE7,128,9959,1,937,374,389
8450746,8450736,TXFE7,128,9959,5,942,375,393
8450759,8450753,TXFE7,128,9959,1,943,376,394
8450784,8450774,TXFE7,128,9959,3,946,377,395
8450784,8450777,TXFE7,128,9959,5,951,378,396
8450796,8450785,TXFE7,128,9959,1,952,379,397
8450796,8450786,TXFE7,128,9959,1,953,380,398
8450796,8450791,TXFE7,128,9959,2,955,381,399
8450809,8450808,TXFE7,128,9959,7,962,384,400
8450834,8450832,TXFE7,128,9960,6,968,385,402
8450859,8450849,TXFE7,128,9960,15,983,386,406
8450859,8450849,TXFE7,128,9960,2,985,387,407
8450859,8450850,TXFE7,128,9959,1,986,388,408
8450859,8450857,TXFE7,128,9960,5,991,389,409
8450871,8450859,TXFE7,128,9960,2,993,390,410
8450871,8450859,TXFE7,128,9960,2,995,391,412
8450871,8450859,TXFE7,128,9960,2,997,392,413
8450871,8450862,TXFE7,128,9959,2,999,393,414
8450871,8450863,TXFE7,128,9960,1,1000,394,415
8450871,8450870,TXFE7,128,9960,1,1001,395,416
8450884,8450871,TXFE7,128,9960,3,1004,396,417
8450884,8450871,TXFE7,128,9960,13,1017,397,420
8450921,8450909,TXFE7,128,9960,1,1018,398,421
8450934,8450921,TXFE7,128,9960,11,1029,403,422
8450934,8450921,TXFE7,128,9960,2,1031,404,423
8450934,8450922,TXFE7,128,9961,1,1032,405,424
8450934,8450929,TXFE7,128,9960,1,1033,406,425
8450946,8450945,TXFE7,128,9961,5,1038,407,428
8450959,8450951,TXFE7,128,9960,1,1039,408,429
8450959,8450955,TXFE7,128,9960,2,1041,409,430
8450971,8450962,TXFE7,128,9961,1,1042,410,431
8450971,8450969,TXFE7,128,9960,10,1052,415,432
8450996,8450988,TXFE7,128,9960,2,1054,416,433
8450996,8450989,TXFE7,128,9960,2,1056,418,434
8450996,8450991,TXFE7,128,9961,2,1058,419,435
8450996,8450994,TXFE7,128,9961,1,1059,420,436
8451009,8450996,TXFE7,128,9960,2,1061,422,437
8451009,8451001,TXFE7,128,9961,1,1062,423,438
8451009,8451001,TXFE7,128,9961,5,1067,424,442
8451021,8451015,TXFE7,128,9961,1,1068,425,443
8451034,8451033,TXFE7,128,9961,5,1073,426,444
8451046,8451034,TXFE7,128,9960,4,1077,429,445
8451046,8451037,TXFE7,128,9961,3,1080,430,446
8451046,8451041,TXFE7,128,9960,1,1081,431,447
8451071,8451069,TXFE7,128,9960,1,1082,432,448
8451084,8451077,TXFE7,128,9960,1,1083,433,449
8451134,8451130,TXFE7,128,9961,1,1084,434,450
8451146,8451141,TXFE7,128,9960,1,1085,435,451
8451159,8451149,TXFE7,128,9961,7,1092,436,455
8451159,8451159,TXFE7,128,9961,3,1095,437,456
8451171,8451164,TXFE7,128,9961,1,1096,438,457
8451171,8451165,TXFE7,128,9960,1,1097,439,458
8451171,8451165,TXFE7,128,9961,5,1102,440,460
8451184,8451178,TXFE7,128,9961,2,1104,441,461
8451196,8451184,TXFE7,128,9961,9,1113,442,465
8451209,8451198,TXFE7,128,9961,1,1114,443,466
8451209,8451205,TXFE7,128,9961,3,1117,445,467
8451221,8451221,TXFE7,128,9961,1,1118,446,468
8451234,8451230,TXFE7,128,9961,1,1119,447,469
8451284,8451274,TXFE7,128,9961,1,1120,448,470
8451284,8451283,TXFE7,128,9961,3,1123,451,471
8451309,8451302,TXFE7,128,9962,1,1124,452,472
8451334,8451322,TXFE7,128,9961,1,1125,453,473
8451334,8451332,TXFE7,128,9961,1,1126,454,474
8451346,8451334,TXFE7,128,9961,1,1127,455,475
8451346,8451339,TXFE7,128,9962,26,1153,456,487
8451359,8451353,TXFE7,128,9962,1,1154,457,488
8451359,8451356,TXFE7,128,9962,1,1155,458,489
8451384,8451372,TXFE7,128,9963,3,1158,459,491
8451384,8451377,TXFE7,128,9962,1,1159,460,492
8451384,8451380,TXFE7,128,9962,1,1160,461,493
8451384,8451383,TXFE7,128,9963,1,1161,462,494
8451396,8451384,TXFE7,128,9962,2,1163,463,495
8451396,8451389,TXFE7,128,9962,1,1164,464,496
8451409,8451404,TXFE7,128,9961,6,1170,466,497
8451409,8451407,TXFE7,128,9961,5,1175,468,498
8451434,8451427,TXFE7,128,9962,1,1176,469,499
8451446,8451434,TXFE7,128,9962,2,1178,470,501
8451471,8451469,TXFE7,128,9961,1,1179,471,502
8451484,8451472,TXFE7,128,9962,1,1180,472,503
8451484,8451475,TXFE7,128,9961,1,1181,473,504
8451509,8451496,TXFE7,128,9962,2,1183,474,505
8451509,8451497,TXFE7,128,9962,1,1184,475,506
8451521,8451509,TXFE7,128,9962,2,1186,476,508
8451546,8451544,TXFE7,128,9962,3,1189,477,511
8451559,8451548,TXFE7,128,9962,2,1191,478,512
8451571,8451562,TXFE7,128,9961,3,1194,479,513
8451584,8451575,TXFE7,128,9961,1,1195,480,514
8451596,8451588,TXFE7,128,9962,1,1196,481,515
8451621,8451618,TXFE7,128,9961,1,1197,482,516
8451659,8451656,TXFE7,128,9961,1,1198,483,517
8451684,8451675,TXFE7,128,9961,1,1199,484,518
8451709,8451702,TXFE7,128,9961,1,1200,485,519
8451721,8451716,TXFE7,128,9962,1,1201,486,520
8451759,8451751,TXFE7,128,9961,2,1203,488,521
8451796,8451794,TXFE7,128,9961,1,1204,489,522
8451846,8451840,TXFE7,128,9961,1,1205,490,523
8451846,8451841,TXFE7,128,9961,2,1207,492,524
8451846,8451844,TXFE7,128,9961,1,1208,493,525
8451859,8451854,TXFE7,128,9961,1,1209,494,526
8451884,8451872,TXFE7,128,9962,1,1210,495,527
8451896,8451886,TXFE7,128,9961,2,1212,497,528
8451934,8451924,TXFE7,128,9961,1,1213,498,529
8451934,8451931,TXFE7,128,9961,1,1214,499,530
8451946,8451939,TXFE7,128,9961,1,1215,500,531
8451971,8451970,TXFE7,128,9962,1,1216,501,532
8451984,8451971,TXFE7,128,9961,19,1235,512,533
8451984,8451979,TXFE7,128,9960,3,1238,514,534
8452009,8451999,TXFE7,128,9961,1,1239,515,535
8452046,8452034,TXFE7,128,9960,2,1242,518,537
8452046,8452046,TXFE7,128,9961,5,1247,519,540
8452109,8452101,TXFE7,128,9960,4,1251,521,541
8452109,8452106,TXFE7,128,9960,1,1252,522,542
8452121,8452109,TXFE7,128,9960,2,1254,523,543
8452146,8452141,TXFE7,128,9961,1,1255,524,544
8452184,8452177,TXFE7,128,9960,1,1256,525,545
8452196,8452187,TXFE7,128,9960,1,1257,526,546
8452196,8452193,TXFE7,128,9961,1,1258,527,547
8452209,8452207,TXFE7,128,9960,1,1259,528,548
8452221,8452211,TXFE7,128,9960,1,1260,529,549
8452246,8452244,TXFE7,128,9960,1,1261,530,550
8452259,8452250,TXFE7,128,9960,1,1262,531,551
8452271,8452259,TXFE7,128,9960,30,1292,542,552
8452309,8452308,TXFE7,128,9960,4,1296,543,555
8452321,8452309,TXFE7,128,9960,4,1300,544,557
8452321,8452320,TXFE7,128,9960,10,1310,545,559
8452421,8452413,TXFE7,128,9959,2,1312,546,560
8452421,8452417,TXFE7,128,9959,1,1313,547,561
8452434,8452428,TXFE7,129,9960,4,1327,548,568
8452434,8452428,TXFE7,129,9961,10,1327,548,568
8452446,8452438,TXFE7,128,9961,1,1328,549,569
8452446,8452443,TXFE7,128,9961,1,1329,550,570
8452471,8452464,TXFE7,128,9960,1,1330,551,571
8452471,8452466,TXFE7,128,9960,1,1331,552,572
8452471,8452470,TXFE7,128,9961,1,1332,553,573
8452496,8452486,TXFE7,128,9961,20,1352,554,585
8452521,8452517,TXFE7,128,9961,1,1353,555,586
8452534,8452521,TXFE7,128,9961,6,1359,559,587
8452534,8452521,TXFE7,128,9961,1,1360,560,588
8452534,8452521,TXFE7,128,9961,1,1361,561,589
8452534,8452521,TXFE7,128,9961,1,1362,562,590
8452534,8452526,TXFE7,128,9962,3,1365,564,592
8452534,8452526,TXFE7,128,9962,4,1369,568,596
8452546,8452534,TXFE7,128,9961,15,1384,569,597
8452559,8452550,TXFE7,128,9962,1,1385,570,598
8452559,8452551,TXFE7,128,9962,1,1386,571,599
8452596,8452585,TXFE7,129,9961,1,1388,572,601
8452596,8452585,TXFE7,129,9962,1,1388,572,601
8452621,8452610,TXFE7,128,9961,1,1389,573,602
8452621,8452614,TXFE7,128,9961,2,1391,574,603
8452659,8452649,TXFE7,128,9960,9,1400,579,604
8452659,8452658,TXFE7,128,9960,1,1401,580,605
8452671,8452659,TXFE7,128,9960,4,1405,581,606
8452671,8452662,TXFE7,128,9960,2,1407,582,607
8452671,8452664,TXFE7,128,9960,20,1427,590,608
8452684,8452671,TXFE7,128,9960,1,1428,591,609
8452684,8452681,TXFE7,128,9960,3,1431,592,610
8452696,8452695,TXFE7,128,9960,4,1435,593,613
8452721,8452710,TXFE7,128,9959,1,1436,594,614
8452721,8452713,TXFE7,128,9960,3,1439,595,616
8452759,8452754,TXFE7,128,9959,1,1440,596,617
8452771,8452761,TXFE7,128,9960,1,1441,597,618
8452771,8452765,TXFE7,128,9960,1,1442,598,619
8452784,8452772,TXFE7,128,9960,1,1443,599,620
8452784,8452777,TXFE7,128,9960,2,1445,600,621
8452809,8452807,TXFE7,128,9960,1,1446,601,622
8452834,8452832,TXFE7,128,9960,2,1448,602,623
8452846,8452846,TXFE7,128,9959,1,1449,603,624
8452884,8452876,TXFE7,128,9960,1,1450,604,625
8452896,8452890,TXFE7,128,9960,1,1451,605,626
8452909,8452907,TXFE7,128,9960,9,1460,608,629
8452921,8452916,TXFE7,128,9960,5,1465,609,631
8452921,8452920,TXFE7,128,9960,1,1466,610,632
8452934,8452921,TXFE7,129,9960,2,1476,614,633
8452934,8452921,TXFE7,129,9959,8,1476,614,633
8452959,8452949,TXFE7,128,9960,1,1477,615,634
8452971,8452960,TXFE7,128,9960,1,1478,616,635
8453046,8453037,TXFE7,128,9960,1,1479,617,636
8453046,8453041,TXFE7,128,9960,2,1481,618,637
8453096,8453093,TXFE7,128,9960,1,1482,619,638
8453109,8453096,TXFE7,128,9961,4,1486,620,639
8453171,8453160,TXFE7,128,9961,1,1487,621,640
8453171,8453161,TXFE7,128,9960,2,1489,622,641
8453171,8453171,TXFE7,128,9960,1,1490,623,642
8453184,8453171,TXFE7,128,9960,4,1494,625,643
8453209,8453203,TXFE7,128,9960,1,1495,626,644
8453209,8453208,TXFE7,128,9961,1,1496,627,645
8453221,8453218,TXFE7,128,9960,5,1501,629,646
8453246,8453234,TXFE7,128,9961,10,1511,630,654
8453246,8453238,TXFE7,128,9960,1,1512,631,655
8453259,8453246,TXFE7,128,9961,1,1513,632,656
8453259,8453250,TXFE7,128,9960,1,1514,633,657
8453296,8453286,TXFE7,128,9960,1,1515,634,658
8453309,8453299,TXFE7,128,9961,9,1524,637,661
8453309,8453307,TXFE7,128,9961,1,1525,638,662
8453321,8453313,TXFE7,128,9961,2,1527,639,663
8453321,8453316,TXFE7,128,9961,2,1529,640,664
8453321,8453319,TXFE7,128,9961,1,1530,641,665
8453334,8453325,TXFE7,128,9962,1,1531,642,666
8453371,8453361,TXFE7,128,9961,1,1532,643,667
8453371,8453361,TXFE7,128,9961,1,1533,644,668
8453371,8453361,TXFE7,128,9961,1,1534,645,669
8453371,8453366,TXFE7,128,9962,1,1535,646,670
8453396,8453392,TXFE7,128,9962,60,1595,647,697
8453409,8453396,TXFE7,128,9963,2,1597,648,699
8453409,8453396,TXFE7,128,9963,2,1599,649,701
8453409,8453396,TXFE7,128,9963,5,1604,650,703
8453421,8453409,TXFE7,128,9963,2,1606,651,704
8453421,8453409,TXFE7,128,9963,2,1608,652,706
8453421,8453409,TXFE7,128,9963,1,1609,653,707
8453421,8453410,TXFE7,128,9963,9,1618,654,711
8453421,8453411,TXFE7,128,9962,2,1620,655,712
8453421,8453418,TXFE7,128,9962,3,1623,658,713
8453421,8453420,TXFE7,128,9963,1,1624,659,714
8453434,8453421,TXFE7,128,9963,2,1626,660,716
8453434,8453421,TXFE7,128,9963,4,1630,661,720
8453434,8453433,TXFE7,128,9963,1,1631,662,721
8453446,8453434,TXFE7,128,9963,1,1632,663,722
8453446,8453439,TXFE7,129,9963,1,1634,665,723
8453446,8453439,TXFE7,129,9962,1,1634,665,723
8453471,8453470,TXFE7,128,9964,1,1635,666,724
8453496,8453490,TXFE7,128,9963,4,1639,669,725
8453521,8453512,TXFE7,128,9963,1,1640,670,726
8453521,8453512,TXFE7,128,9964,2,1642,671,727
8453521,8453519,TXFE7,128,9964,3,1645,672,729
8453534,8453523,TXFE7,128,9964,1,1646,673,730
8453559,8453551,TXFE7,128,9963,7,1653,676,731
8453559,8453551,TXFE7,128,9963,2,1655,678,732
8453584,8453576,TXFE7,128,9963,1,1656,679,733
8453596,8453591,TXFE7,128,9963,1,1657,680,734
8453609,8453599,TXFE7,128,9963,2,1659,681,735
8453609,8453603,TXFE7,128,9964,1,1660,682,736
8453609,8453607,TXFE7,128,9964,2,1662,683,738
8453621,8453609,TXFE7,128,9964,37,1699,684,753
8453634,8453632,TXFE7,128,9964,1,1700,685,754
8453634,8453632,TXFE7,128,9964,1,1701,686,755
8453634,8453633,TXFE7,128,9964,1,1702,687,756
8453646,8453636,TXFE7,128,9965,2,1704,688,758
8453659,8453646,TXFE7,128,9965,16,1720,689,762
8453671,8453662,TXFE7,128,9964,16,1736,694,763
8453671,8453671,TXFE7,128,9965,1,1737,695,764
8453684,8453675,TXFE7,128,9964,2,1739,696,765
8453696,8453684,TXFE7,128,9964,10,1749,701,766
8453709,8453699,TXFE7,128,9964,2,1751,702,767
8453709,8453700,TXFE7,128,9964,2,1753,703,768
8453734,8453727,TXFE7,128,9964,5,1758,704,770
8453734,8453731,TXFE7,128,9964,1,1759,705,771
8453734,8453732,TXFE7,128,9964,1,1760,706,772
8453746,8453734,TXFE7,128,9964,1,1761,707,773
8453746,8453741,TXFE7,128,9963,5,1766,710,774
8453771,8453760,TXFE7,128,9964,1,1767,711,775
8453784,8453777,TXFE7,128,9963,1,1768,712,776
8453784,8453778,TXFE7,128,9964,1,1769,713,777
8453784,8453783,TXFE7,128,9964,1,1770,714,778
8453796,8453791,TXFE7,128,9963,3,1773,716,779
8453809,8453796,TXFE7,128,9964,4,1777,717,783
8453821,8453809,TXFE7,128,9964,1,1778,718,784
8453821,8453810,TXFE7,128,9964,1,1779,719,785
8453821,8453817,TXFE7,128,9964,1,1780,720,786
8453846,8453837,TXFE7,128,9965,2,1782,721,788
8453859,8453847,TXFE7,128,9964,2,1784,722,789
8453871,8453859,TXFE7,128,9964,1,1785,723,790
8453909,8453897,TXFE7,128,9964,1,1786,724,791
8453921,8453909,TXFE7,128,9964,1,1787,725,792
8453921,8453909,TXFE7,128,9963,1,1788,726,793
8453946,8453937,TXFE7,128,9964,1,1789,727,794
8453959,8453949,TXFE7,128,9965,1,1790,728,795
8453971,8453962,TXFE7,128,9964,1,1791,729,796
8453996,8453987,TXFE7,128,9964,1,1792,730,797
8454034,8454031,TXFE7,128,9965,1,1793,731,798
8454034,8454033,TXFE7,128,9965,1,1794,732,799
8454046,8454034,TXFE7,128,9965,1,1795,733,800
8454046,8454034,TXFE7,128,9965,1,1796,734,801
8454134,8454125,TXFE7,128,9964,2,1798,735,802
8454134,8454132,TXFE7,128,9964,1,1799,736,803
8454146,8454134,TXFE7,128,9964,1,1800,737,804
8454146,8454145,TXFE7,128,9964,1,1801,738,805
8454159,8454158,TXFE7,128,9965,2,1803,739,807
8454171,8454163,TXFE7,128,9964,1,1804,740,808
8454259,8454251,TXFE7,128,9964,1,1805,741,809
8454284,8454275,TXFE7,128,9963,1,1806,742,810
8454284,8454283,TXFE7,128,9963,15,1821,752,811
8454296,8454284,TXFE7,128,9963,1,1822,753,812
8454296,8454289,TXFE7,128,9963,5,1827,757,813
8454296,8454289,TXFE7,128,9963,1,1828,758,814
8454309,8454304,TXFE7,128,9963,1,1829,759,815
8454309,8454308,TXFE7,128,9963,1,1830,760,816
8454321,8454315,TXFE7,128,9964,5,1835,761,819
8454346,8454344,TXFE7,128,9964,1,1836,762,820
8454371,8454363,TXFE7,128,9964,9,1845,763,826
8454384,8454371,TXFE7,128,9964,2,1847,764,828
8454384,8454376,TXFE7,128,9963,9,1856,768,829
8454396,8454384,TXFE7,128,9963,2,1858,770,830
8454396,8454392,TXFE7,128,9965,1,1859,771,831
8454409,8454397,TXFE7,128,9964,1,1860,772,832
8454421,8454410,TXFE7,128,9963,1,1861,773,833
8454421,8454413,TXFE7,128,9964,1,1862,774,834
8454446,8454439,TXFE7,128,9964,1,1863,775,835
8454459,8454448,TXFE7,128,9964,1,1864,776,836
8454484,8454475,TXFE7,128,9964,1,1865,777,837
8454496,8454490,TXFE7,128,9965,1,1866,778,838
8454496,8454495,TXFE7,128,9964,1,1867,779,839
8454521,8454516,TXFE7,128,9965,4,1871,780,843
8454559,8454548,TXFE7,128,9964,1,1872,781,844
8454596,8454584,TXFE7,128,9965,1,1873,782,845
8454596,8454586,TXFE7,128,9964,1,1874,783,846
8454596,8454590,TXFE7,128,9965,15,1889,784,856
8454596,8454590,TXFE7,128,9965,1,1890,785,857
8454596,8454590,TXFE7,128,9965,1,1891,786,858
8454609,8454596,TXFE7,128,9965,1,1892,787,859
8454609,8454596,TXFE7,128,9965,3,1895,788,860
8454609,8454596,TXFE7,128,9965,4,1899,789,861
8454609,8454596,TXFE7,128,9965,4,1903,790,862
8454609,8454596,TXFE7,128,9965,5,1908,791,863
8454609,8454596,TXFE7,128,9965,47,1955,792,888
8454609,8454600,TXFE7,128,9966,1,1956,793,889
8454609,8454604,TXFE7,128,9966,1,1957,794,890
8454609,8454606,TXFE7,128,9965,8,1965,796,891
8454621,8454609,TXFE7,128,9965,2,1967,797,892
8454621,8454615,TXFE7,128,9966,8,1975,804,899
8454621,8454615,TXFE7,128,9966,7,1982,810,905
8454621,8454615,TXFE7,128,9966,4,1986,812,907
8454621,8454616,TXFE7,128,9966,4,1990,816,911
8454621,8454617,TXFE7,128,9967,1,1991,817,912
8454634,8454621,TXFE7,128,9966,1,1992,818,913
8454634,8454621,TXFE7,128,9966,1,1993,819,914
8454634,8454626,TXFE7,128,9967,1,1994,820,915
8454634,8454626,TXFE7,128,9966,1,1995,821,916
8454634,8454626,TXFE7,128,9966,1,1996,822,917
8454634,8454633,TXFE7,128,9966,1,1997,823,918
8454671,8454661,TXFE7,128,9966,1,1998,824,919
8454671,8454662,TXFE7,128,9966,1,1999,825,920
8454696,8454687,TXFE7,128,9967,1,2000,826,921
8454696,8454694,TXFE7,128,9966,1,2001,827,922
8454709,8454696,TXFE7,128,9966,1,2002,828,923
8454709,8454696,TXFE7,128,9966,1,2003,829,924
8454709,8454697,TXFE7,128,9967,1,2004,830,925
8454746,8454742,TXFE7,128,9966,1,2005,831,926
8454746,8454746,TXFE7,128,9966,2,2007,832,927
8454759,8454758,TXFE7,128,9967,2,2009,833,929
8454771,8454762,TXFE7,128,9967,6,2015,834,935
8454771,8454769,TXFE7,128,9967,1,2016,835,936
8454784,8454778,TXFE7,128,9966,1,2017,836,937
8454784,8454780,TXFE7,128,9966,5,2022,841,938
8454796,8454784,TXFE7,128,9966,1,2023,842,939
8454809,8454800,TXFE7,128,9966,1,2024,843,940
8454809,8454806,TXFE7,128,9965,1,2025,844,941
8454821,8454809,TXFE7,128,9965,1,2026,845,942
8454821,8454809,TXFE7,128,9965,1,2027,846,943
8454821,8454810,TXFE7,128,9965,1,2028,847,944
8454821,8454812,TXFE7,128,9965,1,2029,848,945
8454821,8454820,TXFE7,128,9966,1,2030,849,946
8454821,8454820,TXFE7,128,9966,1,2031,850,947
8454871,8454860,TXFE7,128,9966,5,2036,851,948
8454896,8454890,TXFE7,128,9966,1,2037,852,949
8454959,8454950,TXFE7,128,9966,1,2038,853,950
8454984,8454972,TXFE7,128,9966,1,2039,854,951
8454996,8454986,TXFE7,128,9966,1,2040,855,952
8455009,8455008,TXFE7,128,9965,1,2041,856,953
8455034,8455025,TXFE7,128,9965,1,2042,857,954
8455046,8455037,TXFE7,128,9965,5,2047,859,955
8455059,8455049,TXFE7,128,9966,1,2048,860,956
8455059,8455051,TXFE7,128,9966,1,2049,861,957
8455096,8455084,TXFE7,128,9966,1,2050,862,958
8455109,8455105,TXFE7,128,9965,1,2051,863,959
8455146,8455138,TXFE7,128,9966,1,2052,864,960
8455184,8455174,TXFE7,128,9965,2,2054,865,961
8455209,8455205,TXFE7,128,9966,2,2056,866,963
8455246,8455243,TXFE7,128,9965,32,2088,882,964
8455259,8455246,TXFE7,128,9965,2,2090,884,965
8455259,8455251,TXFE7,128,9964,1,2091,885,966
